Antibody	Genes	CTRL_0	PBS_1	PBS_4	PBS_8	PBS_24	PBS_48	EGF_1	EGF_4	EGF_8	EGF_24	EGF_48	HGF_1	HGF_4	HGF_8	HGF_24	HGF_48	OSM_1	OSM_4	OSM_8	OSM_24	OSM_48	IFNG_1	IFNG_4	IFNG_8	IFNG_24	IFNG_48	BMP2_1	BMP2_4	BMP2_8	BMP2_24	BMP2_48	TGFB_1	TGFB_4	TGFB_8	TGFB_24	TGFB_48
Akt_pT308-R-V	AKT1 AKT2 AKT3	0.349305027	-0.245504509	-0.166615145	-0.025636737	-0.071619311	0.047303425	0.174568822	0.039253623	0.083589336	0.087159875	0.070454641	0.073140969	-0.026127357	-0.042632324	-0.081826794	0.04744705	0.109479504	-0.045272007	-0.062180266	-0.114746848	-0.158763747	-0.028741329	-0.047422024	0.012868409	-0.058336195	0.117149083	0.013803899	-0.108604879	-0.04663564	0.031480533	0.059075791	-0.041545189	-0.101715571	-0.036880043	0.13008789	0.272856395
AMPKa-R-C	PRKAA1	-0.059098704	0.006772485	-0.020251131	-0.071884311	0.060227696	0.013989569	-0.01526975	-0.001907428	0.03008317	0.01584117	0.046211227	-0.047156547	-0.024643417	0.037019791	0.088195969	0.169291042	-0.077092074	-0.009689523	-0.02109329	-0.014140561	0.041485794	-0.047090674	-0.053763275	-0.006078505	-0.093173356	0.014334195	-0.030338896	-0.064696933	-0.007821456	0.087079068	0.068007811	-0.026225502	-0.012049609	0.027123763	0.078373334	0.243845702
AMPK-a2_pS345-R-V	PRKAA2	0.009048718	0.039708609	-0.080500949	0.02749118	-0.00525879	0.076058152	-0.018904951	-0.031642905	-0.032124249	-0.01792517	0.064981293	0.025332721	-0.028112399	0.007584958	0.055244395	0.027655349	-0.016719366	-0.030870136	0.060407044	-0.033264732	0.071824189	-0.052309958	-0.066845115	-0.022937857	-0.013642877	0.131808982	-0.025639905	-0.019278282	0.014509407	-0.01991151	0.085758454	-0.053283512	-0.08079258	-0.019980148	-0.107551698	-0.010045048
AMPKa_pT172-R-C	PRKAA1	-0.775805277	0.000774494	-0.453456774	-0.436759657	-0.144890901	-0.123899163	0.17433748	-0.147579151	-0.153789431	0.063042782	0.249689977	0.226656708	-0.086768239	-0.053182723	0.201049077	0.349274453	0.18103519	-0.057188798	-0.063061548	0.091556598	0.189807196	0.199028889	-0.103971134	-0.024069595	0.122465374	0.238656149	0.200643358	-0.139219698	-0.112801498	0.250923932	0.32903161	0.24939125	-0.10553317	0.007588618	0.010796636	0.523605366
Annexin-I-M-V	ANXA1	-0.115887905	-0.098198185	-0.123714041	-0.156056233	0.065365086	0.0261942	-0.128661519	-0.078935933	-0.100296206	-0.233098755	-0.241434638	-0.069594302	-0.085874174	-0.094747631	-0.041424295	0.060732702	-0.100448248	-0.142075809	-0.026922364	-0.0213764	0.044369818	-0.115577517	-0.08401275	-0.063976831	0.008847335	-0.048137246	-0.113908956	0.009643887	-0.038752173	-0.102022376	-0.074128986	-0.15942514	-0.166709768	-0.090696057	-0.00627685	0.068418466
Annexin-VII-M-V	ANXA7	0.052736789	0.116247263	-0.029200636	0.017527051	0.087431841	0.028069271	0.034755498	-0.004775554	0.046252159	-0.017164965	-0.021637685	-0.004302599	0.051050094	0.031338506	0.08213677	0.084684861	0.00072728	0.056157885	0.045076663	0.034106	0.071774677	0.019252409	-0.01508862	0.011005323	0.085057605	0.191490807	0.015228275	0.001072037	-0.103715575	0.044771856	0.011075986	0.037238239	0.000952264	-0.007820304	0.000916759	0.052060925
AR-R-V	AR	-0.003312582	0.313648682	0.306934641	0.104095844	0.104769316	0.081734526	0.0981908	0.008707675	-0.024476461	-0.079519203	-0.03236217	-0.035873433	0.002499251	0.007819008	-0.009875163	0.076121332	-0.031693735	0.014946902	0.006279786	-0.037078323	0.01690456	0.043352346	-0.023875018	0.034382825	-0.185433784	-0.089031571	0.066459193	-0.025295155	-0.024447532	-0.072924812	-0.126165531	0.052604173	0.032562258	0.014213768	-0.113234163	-0.092636582
A-Raf-R-V	ARAF	0.08292661	-0.047605319	-0.016187578	-0.12690118	-0.29958939	-0.254005576	0.004944314	0.035386576	0.024167994	-0.016202093	-0.01072161	-0.041732002	-0.033306662	-0.021771047	-0.006295815	-0.120010169	-0.017198447	0.015617408	0.08580681	0.041263864	-0.056573134	0.001892751	-0.002908959	-0.02906368	-0.020763739	-0.057077773	-0.032648103	-0.002768236	-0.019210382	-0.003441046	-0.033146943	0.014312418	-0.01851179	0.051772579	0.081115275	-0.001810808
ARID1A-R-C	ARID1A	-0.049043085	0.068274833	-0.019106062	0.042282031	0.101102388	-0.396398876	0.008462163	-0.051957139	0.009561147	0.241872047	0.309408206	0.048511406	-7.53E-06	0.042814014	0.222419816	0.289473644	-0.036549138	-0.048836396	-0.011261454	0.372402618	0.328023659	-0.044801733	-0.041198753	-0.064441187	0.20949489	0.378947106	-0.003635378	-0.011144289	-0.035176945	0.243676364	0.1080662	0.001822998	-0.095517016	-0.010569941	0.066623951	-0.09735216
Atg3-R-V	ATG3	0.081004262	0.097093855	0.14288755	0.070514862	-0.063727296	-0.124860442	0.025450507	0.039330075	0.005019616	-0.051583561	-0.040759666	0.010979445	0.036832912	0.031033672	-0.00554003	-0.085094793	0.02460432	0.067097409	0.028163489	-0.086280458	-0.184828212	0.031690545	-0.003093727	-0.001046033	-0.099819262	0.03956424	0.00589595	-0.009490764	-0.003526317	-0.040215184	-0.106360428	0.013279585	0.000516077	0.019295155	-0.100593182	-0.229034457
Atg7-R-V	ATG7	0.019512767	0.073058617	0.043073272	0.063306314	-0.071626949	-0.076943803	0.023569884	0.012048944	-0.000827462	0.096100144	0.141027116	-0.007472033	0.020848788	0.01305732	0.093625034	0.01375559	-0.076314599	0.004384748	0.001010678	0.119519479	0.126224672	-0.005115096	0.019128549	-0.033876787	0.074206914	0.214879712	0.01729478	-0.004735408	-0.001986611	0.116268458	0.129967034	0.010099606	-0.004284681	0.046137463	0.038177429	0.067362405
ATM-R-V	ATM	-0.027261491	-0.057242464	-0.009622615	0.022859756	-0.036202497	-0.02307857	-0.019264199	-0.030605892	-0.034568875	0.025197343	0.093718023	-0.039130787	0.021669367	0.002710099	0.151959974	0.114170431	0.011596125	0.016121279	-0.009390582	0.164902663	0.297397682	-0.019562469	0.006295939	-0.050471324	-0.122433099	0.130423958	-0.016015155	-0.029960229	0.011433678	-0.007233556	0.008172393	-0.009302217	-0.011569849	-0.014443738	-0.110506418	-0.2083759
ATM_pS1981-R-V	ATM	-0.026557849	-0.010593619	0.010415491	0.034859287	-0.004691968	0.045598897	-0.018086866	-0.008566261	0.031911588	0.057985314	0.074653348	-0.056235248	0.043752829	0.011415041	0.055047706	0.06388257	-0.048217503	0.041271829	-0.020157184	0.068979757	0.103058357	-0.01250809	-0.013746712	0.015333071	0.011016871	0.09679365	0.014385893	-0.065940915	-0.023572478	-0.068617519	0.009528696	-0.011974926	0.040572564	-0.036017243	-0.002179436	0.012766804
ATR_pS428-R-C	ATR	-0.037764831	-0.050966956	0.000405533	-0.018733449	-0.348960982	-0.478323106	-0.030787631	-0.038304306	-0.030780964	0.043256322	0.160073661	-0.019313387	-0.00969693	0.021956955	-0.077288074	-0.223487367	0.045072961	0.010204718	0.030529405	0.090311115	-0.075930973	-0.015696663	0.027939099	0.009464977	0.013955051	0.144986305	0.004651968	-0.036812804	0.031105022	-0.150474488	-0.045728896	0.026845083	0.036917661	0.023891935	-0.218029157	-0.153368716
Aurora-B-R-V	AIM1	-0.059255939	-0.082664785	-0.010296679	-0.062196073	-0.477169863	-0.375193004	-0.043915647	0.015101129	0.019739246	0.128095052	0.060129843	0.039674374	0.044006063	0.028507151	-0.135005059	-0.375971716	0.057302215	0.046383649	0.106503372	-0.014599615	-0.340898957	-0.013957195	0.033204133	0.084676184	0.05173823	-0.201817089	-0.020238646	-0.00417908	0.071056604	-0.169199162	-0.090523099	0.011231046	0.079622123	0.041949818	-0.261560917	-0.139458186
Axl-R-V	AXL	-0.042329445	0.161496401	0.155975895	0.449229422	0.060569492	-0.531475126	-0.043832269	0.009999879	0.128050944	0.595839409	0.582354167	-0.026280588	-0.048815683	0.111787232	0.141649965	0.050617039	0.054627162	-0.018734623	-0.11637687	-0.940657835	-0.701429598	0.044399991	0.011093924	0.021931698	-0.032547438	0.108554272	-0.024445117	0.055938159	0.007131427	-0.160257725	-0.145550051	-0.01227969	0.038925885	0.082859114	0.188685168	0.49073806
B7-H4-R-C	VTCN1	0.04900028	0.078157612	0.132096772	0.113233196	0.050262139	0.178334852	0.016229101	0.049667945	-0.03042002	-0.054369733	-0.10804724	-0.05436501	0.035271905	-0.053950108	-0.020524461	-0.056395184	-0.063113604	0.05235919	-0.048699537	-0.022416307	-0.066131793	-0.079958773	-0.08156298	-0.003639173	-0.085177918	0.037878022	-0.006179213	-0.111560847	-0.009165369	0.001073815	-0.140520164	0.022640052	-0.002673633	-0.016284479	-0.031641617	-0.101307253
b-Actin-R-C	ACTB	-0.100346369	-0.07484916	-0.050344224	-0.128552365	-0.261464263	-0.401025907	-0.067895115	-0.020814932	-0.03855661	-0.031552786	0.00521625	-0.018523839	-0.038727828	-0.054920366	-0.078795982	0.045185618	0.018624978	0.041142275	0.082699605	0.101321339	-0.070414888	-0.006848222	0.073498989	0.158530919	0.205154872	-0.218600688	-0.039136635	0.025716813	0.057022131	0.172155334	0.261054406	0.024754669	0.101223786	0.279338024	0.641994509	0.613602072
Bad_pS112-R-V	BAD	0.03512073	-0.055523569	-0.093059134	-0.041348095	0.049536377	-0.077416744	0.039030537	0.038456173	0.06198509	0.067344437	0.029005156	-0.032301259	-0.069794688	-0.004088348	0.053775901	0.019279668	0.014143393	-0.000194356	-0.048069851	-0.056482048	-0.067423938	0.012380632	-0.006471585	0.053385423	-0.036164551	-0.113326041	-0.010191821	-0.007392204	0.003505186	0.137259465	0.052198512	0.028389549	-0.013419032	0.052017801	0.100196641	0.151182738
Bak-R-C	BAK1	0.036139012	0.106808761	0.072073741	0.114457075	0.103009927	0.158005177	0.005543788	0.033986185	0.008246279	0.025123095	0.053966111	-0.031451794	-0.002527217	0.011074496	0.089403514	0.033364104	-0.06494788	0.000699744	-0.011487194	0.020008257	0.041427619	-0.030634295	-0.092496302	-0.019032564	0.041323573	0.094279242	-0.003684413	-0.038430731	-0.028054184	0.045118686	-0.053886136	-0.002596587	-0.026747644	0.000794651	-0.009919742	-0.050408979
BAP1-M-V	BAP1	0.061600083	0.022082797	0.002003256	-0.018911134	-0.045396566	-0.095112084	0.014741547	0.009720519	-0.008557185	-0.050424993	0.024094569	0.056552163	0.046693167	-0.004265845	0.054309682	-0.025685708	0.024240659	0.020363128	-0.005398842	-0.05211611	-0.069700891	0.019188193	-0.042902622	-0.015630264	-0.012776324	-0.027354279	0.036437562	0.016933852	-0.003536267	-0.030632503	-0.064744006	0.043480019	-0.004200358	-0.0054057	-0.116668189	-0.153297607
Bax-R-V	BAX	0.000763044	0.01304145	-0.016893686	0.073240017	0.157908444	0.11518585	0.009835423	-0.022324069	0.013884172	0.00573953	0.055022743	-0.01598698	0.015571557	0.028610104	0.121200608	0.185872432	-0.053765761	0.024017248	0.024211617	0.033948033	0.122353806	-0.044941366	-0.06054871	0.006834401	0.008773243	0.078976874	0.005202145	-0.004731875	-0.019770891	0.03432788	-0.093644029	-0.019406882	-0.005351551	-0.014693037	-0.093831631	-0.117410367
b-Catenin-R-V	CTNNB1	-0.107536243	-0.088473965	-0.118193998	-0.126487295	0.039753129	-0.044771684	-0.082911668	-0.065025503	-0.042842817	0.100384582	0.272653938	-0.107590731	-0.05664993	-0.030097742	0.144283174	0.457445521	-0.064546602	0.007136597	0.057679096	0.359450572	0.557176715	-0.043152822	-0.074617815	-0.00493021	0.038515805	-0.016803562	-0.061250861	-0.059200111	-0.014334354	0.311320626	0.466591951	-0.028444304	-0.022131231	0.032098091	0.258709889	0.619606235
b-Catenin_pT41_S45-R-V	CTNNB1	-0.001240118	0.021003665	0.02174039	-0.032653008	0.011759099	0.05126169	-0.033264983	-0.02640974	-0.040082984	-0.029309516	0.010815442	-0.017965707	-0.002671364	-0.009425322	0.022780457	0.035951192	-0.026247252	0.026319672	0.029431154	0.043500704	0.0808702	-0.042946649	0.004695826	-0.01993372	0.022012557	-0.008463853	-0.027064311	-0.017998636	-0.01437651	0.084472334	0.045657545	0.001089902	-0.010581639	0.049466754	0.037709882	0.113028211
Bcl2-M-V	BCL2A1	0.079293628	0.105545292	0.120723096	0.039797307	0.001235179	0.085339484	0.113341766	0.053611946	0.032277444	-0.049194263	-0.140004619	0.025787876	0.084459252	0.057738751	-0.038069983	-0.139585805	0.016449411	0.117159559	-0.025254089	-0.121469397	-0.15813405	0.039188784	-0.0118369	0.011009748	-0.337596313	-0.165466491	0.027430072	-0.04619347	-0.01256713	-0.111869865	-0.27851921	0.112034525	0.070860268	-0.034459159	-0.252987269	-0.18555526
Bcl-xL-R-V	BCL2L1	-0.094381929	0.000710194	-0.023067783	-0.050033209	-0.162359579	-0.221975806	-0.021236163	-0.048096524	-0.06061088	0.127123564	0.266487575	-0.054138392	-0.032413852	-0.03709545	0.077758563	0.331381537	-0.070988544	-0.034120736	-0.03049147	0.056485752	0.055589056	-0.085390895	-0.070016701	0.034346337	0.1689007	0.152543075	-0.028146234	-0.075399807	-0.053683658	0.149988065	0.343032746	-0.006029796	-0.052655677	0.033226296	0.151038612	0.447918612
Beclin-G-C	BECN1	0.03636257	0.057386712	0.066459296	0.057337744	0.048090145	-0.005983966	0.001529344	0.036870841	0.00213974	-0.07581735	-0.080780812	0.036259315	0.044354905	0.006974695	-0.0218737	-0.021613595	-0.011541919	0.058932947	-0.019814547	-0.04314965	0.017508145	0.035021167	-0.043152751	0.016858411	-0.041551098	0.05719725	0.034839717	-0.01142603	-0.033928475	-0.094555199	-0.112419766	-0.080535445	-0.005898031	-0.006367975	-0.166863014	-0.093479697
Bid-R-C	BID	0.082433291	0.08225993	0.046058554	0.106484709	0.031601561	0.028821418	0.070205902	0.018182114	0.006124915	0.088751536	0.06621066	0.05451427	0.036960257	0.006568893	0.108691393	0.090004073	0.021676308	0.032025813	0.006744661	0.060175824	0.031234399	0.044107025	-0.027793099	-7.24E-05	0.057583445	0.04423788	0.041579819	0.00845633	-0.012402431	0.046498989	-0.065668024	0.022658614	0.001118867	-0.010800641	-0.040678518	-0.052535385
Bim-R-V	BCL2L11	0.050307998	0.172101894	0.253115583	0.375300787	1.013067143	1.07539706	0.03534676	0.039491303	-0.03794681	-0.043704785	-0.059837328	0.012009142	0.131240156	0.134115565	0.391374511	0.658422129	-0.107537463	0.036396929	-0.015248757	0.187825676	0.910772607	-0.031144335	-0.066310904	-0.080435569	-0.104264705	0.355357907	-0.004957471	-0.002074214	-0.026264727	-0.029806065	-0.189912268	-0.066244664	-0.084865349	-0.163987326	-0.414723314	-0.415496046
BiP-GRP78-M-C	HSPA5	0.049741145	0.066243944	0.086629129	0.082981058	-0.002896959	0.141087363	0.065746418	0.046117816	0.014086699	-0.100165028	-0.171205404	0.064277152	0.05507103	0.026856935	-0.111913727	-0.111630758	0.045291017	0.07118155	-0.00304912	-0.188346448	-0.107626621	0.085872626	-0.023872187	0.002714404	-0.095756704	0.025895347	0.08266554	0.037061249	-0.010149476	-0.123990538	-0.176456464	0.064931751	0.037205686	-0.04651236	0.057264547	-0.053955074
B-Raf-R-C	BRAF	-0.08016201	0.039695931	0.023801547	-0.046441626	0.051117337	-0.112732241	-0.057844137	-0.097293805	-0.091393277	-0.137359122	0.006719716	-0.061229946	-0.058496672	-0.032326129	0.015261049	0.054948796	-0.100403296	-0.060274393	-0.006843835	-0.07498085	0.09772951	-0.07631906	-0.039422284	-0.138943352	-0.111784016	0.001077674	-0.041770965	-0.024062051	0.005790596	-2.24E-02	0.137787361	-0.058306355	-0.051866281	-0.065880139	-0.033260012	0.107037884
B-Raf_pS445-R-V	BRAF	-0.068234143	0.044594526	0.004037218	0.03232568	0.038594058	-0.145943203	0.020928112	0.009317979	0.026166367	0.120591046	0.130678974	-0.03472945	0.032426401	0.037619441	0.126354304	0.184705102	-0.026649985	0.022771742	-0.029959019	0.105157304	0.232391118	0.022378132	-0.017460575	0.015913436	-0.004313829	0.059045183	0.011500894	-0.027610207	-0.004369305	0.197891978	0.228543362	0.048410645	0.012009895	0.03275022	0.125576013	0.263295912
BRD4-R-V	BRD4	-0.021545554	0.030172824	-0.025163869	-0.028888828	0.042848602	-0.167792239	-0.010636951	0.019336212	-0.001399011	0.189725652	0.287517938	0.14397994	0.04079517	0.061754733	0.23513672	0.191161433	-0.035161185	0.020337835	0.014636724	0.273431525	0.138535764	0.014994748	-0.049202734	-0.057473216	0.138105899	0.125842023	0.05054796	0.018436251	-0.055633804	0.062138369	-0.006785558	0.045614246	-0.024895989	-0.01854867	-0.092526485	-0.02932103
c-Abl-R-V	ABL1	-0.000531472	-0.007320325	0.018897494	-0.002723493	-0.091978241	-0.013139887	-0.054207257	-0.029961597	-0.082120012	-0.122282865	-0.0565303	0.000484432	-0.052953666	-0.039582875	-0.008575851	-0.039141144	-0.007575877	-0.031052179	0.02436232	-0.069473241	-0.002663088	-0.064428999	-0.014727823	-0.054274893	-0.139731233	-0.051689885	-0.031753437	0.009353174	0.007476843	-0.067933353	0.056775198	-0.05527933	-0.030501451	-0.035618129	-0.058337636	0.030649668
Caspase-3-R-C	CASP3	0.001293564	0.031002101	0.031387892	0.04143731	0.134510251	0.293114467	0.001828422	-0.007910934	-0.012552567	0.087411815	0.0589623	-0.027832088	-0.003906152	0.018039186	0.091331114	0.077895297	-0.035659002	0.002266	-0.051707063	0.027214728	0.095572058	-0.037990416	-0.055539603	-0.003503587	0.042760886	0.19385142	0.00978102	-0.041453835	-0.024847564	0.116896228	0.055481714	-0.014005055	-0.005170222	-0.056417633	-0.01262072	0.009284861
Caspase-7-cleaved-R-C	CASP7	-0.00823852	0.019010507	0.069562704	0.067214864	0.637715022	1.13157098	-0.02174786	0.003391747	-0.005248716	-0.054518072	-0.121512559	-0.04981665	0.070784675	0.009920031	0.006256755	0.092325445	-0.081985358	0.025710557	-0.092293911	-0.079068014	-0.04865405	0.027473064	-0.036521997	-0.018055639	-0.118741838	0.779430468	-0.000633974	-0.051018173	-0.073020845	0.018493722	-0.106044126	-0.056624389	-0.00092076	-0.044220817	-0.162496667	-0.073223301
Caspase-8-M-Q	CASP8	0.089263063	0.115361686	0.07746057	0.04139343	0.100811327	0.11052341	0.031867033	0.001439743	-0.003550798	0.01081763	-0.020274948	-0.009727313	0.015146042	-0.006596344	0.055897584	0.004978234	0.006429477	0.012154326	-0.026296255	0.053946766	0.07877144	0.010841215	-0.03447184	0.073371893	0.420594517	0.489187814	0.038031825	-0.021580405	-0.014540882	0.073228881	-0.046427701	-0.0014209	-0.018787037	-0.009212835	0.002260573	-0.018212642
Caveolin-1-R-V	CAV1	-0.185194336	-0.175066995	-0.2790155	-0.146327297	0.323353528	0.036588736	0.007926005	-0.110742515	0.008644835	0.436054163	0.933226553	0.052182609	-0.026636338	0.110252783	0.585116644	1.091522863	-0.000270901	-0.068324298	-0.031212593	0.089421711	0.035026687	-0.114997742	-0.08820907	-0.035320331	-0.060113648	0.057705315	-0.028862689	-0.1041137	0.017445085	0.305757294	0.68319443	-0.050271942	-0.138292009	0.04338019	0.069513238	0.594983319
CD134-R-V	TNFRSF4	0.093613556	0.144219541	0.206669591	0.196821212	0.057762565	0.233293779	0.067452802	0.059140018	0.006306159	0.014806081	-0.083619879	0.030707793	0.073592266	0.035019259	-0.029052337	-0.011511185	0.003585288	0.085197978	-0.018101675	-0.050236157	-0.036173409	0.041065587	-0.027478009	0.003159702	-0.113041268	-0.000347838	0.087905455	0.013285907	-0.029685305	-0.01966282	-0.039443208	0.044625317	0.06840267	-0.022361285	-0.107458824	-0.115121215
CD171-M-V	L1CAM	0.287999242	0.449544524	0.464489824	0.354734545	-0.278763232	-0.87850512	0.170021964	0.130148442	0.024258561	-0.059208521	-0.446764693	0.197977515	0.140386278	0.083585359	-0.197724184	-0.559047082	0.168674582	0.175320152	0.029318293	-0.562455732	-1.235746389	0.164088538	0.117553566	-0.057400516	-0.792246824	-1.188624932	0.139876013	0.133314698	-0.007272903	-0.338225178	-0.531465151	0.123785561	0.132510957	0.08338418	0.81775434	0.981621447
CD20-R-C	MS4A1	0.025737085	0.017792421	0.055609296	0.059324403	0.020027111	0.158970522	0.04376649	0.010464442	0.006294281	0.011315706	-0.009356209	0.063160539	0.020004887	0.035586244	0.024534406	-0.00593503	0.033936466	0.047009512	0.012433905	-0.039390674	-0.050517618	-0.020866787	-0.063450589	0.047819687	-0.094423298	-0.011570554	0.035366076	-0.023662066	-0.038711296	0.022317214	-0.012772128	0.029814883	0.038642159	-0.005065506	-0.024531503	0.015342522
CD29-M-V	CD29	0.052179083	0.059659846	0.021677992	0.038725667	0.006409118	0.043127639	0.083478174	0.070088857	0.008281947	0.042460938	-0.010499247	0.085266455	0.05662194	0.044308236	-0.114467141	-0.042475916	0.012881618	0.071213526	-0.01155937	-0.038581634	0.020049601	0.08283861	-0.001974698	0.008101836	-0.091147068	-0.088149812	0.082789472	-0.044486528	-0.022725604	-0.048224304	-0.069617316	0.119248471	0.056249011	0.014215404	0.099981383	0.129134702
CD44-M-C	CD44	-0.075985137	-0.106588836	-0.052531395	-0.138244974	-0.15538193	0.057198771	-0.042354229	-0.018354462	-0.023807698	-0.114584016	-0.034725702	0.029398828	-0.014763866	0.003857936	-0.185758361	-0.077812557	0.033220883	-0.036154555	0.008361674	0.068937803	0.213673927	0.046619857	-0.048224285	0.011358138	-0.014906173	-0.042544375	-0.024414022	0.015122888	0.023235217	-0.202788737	-0.052096675	-0.012783359	0.042109417	-0.01494196	0.209294123	0.106898816
CD45-M-V	PTPRC	0.052143395	-0.007342602	-0.008230654	0.022126759	0.049061816	0.232681888	0.062078739	0.031511279	0.024250279	-0.059071788	-0.001295204	0.001897568	0.045963248	0.05058606	0.011696111	0.076038896	0.026242062	0.077444977	-0.064695334	-0.011850621	0.082265799	0.007364732	-0.038449048	0.047169544	-0.003634042	0.11839575	0.06039318	-0.005356122	-0.006754033	0.067901099	0.026184627	0.040264441	0.051404359	-0.03573263	-0.03133681	-0.061586706
